Protein IDs	Majority protein IDs	Gene names	Protein names	Fasta headers	Only identified by site	Reverse	Potential contaminant	LFQ intensity Strap_1	LFQ intensity Strap_2	LFQ intensity Strap_3
Q02750;Q02750-2	Q02750;Q02750-2	MAP2K1	Dual specificity mitogen-activated protein kinase kinase 1	sp|Q02750|MP2K1_HUMAN Dual specificity mitogen-activated protein kinase kinase 1 OS=Homo sapiens OX=9606 GN=MAP2K1 PE=1 SV=2;sp|Q02750-2|MP2K1_HUMAN Isoform 2 of Dual specificity mitogen-activated protein kinase kinase 1 OS=Homo sapiens OX=9606 GN=MAP2K1				72076000.0	63225000.0	60319000.0
Q02790	Q02790	FKBP4	Peptidyl-prolyl cis-trans isomerase FKBP4;Peptidyl-prolyl cis-trans isomerase FKBP4, N-terminally processed	sp|Q02790|FKBP4_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP4 OS=Homo sapiens OX=9606 GN=FKBP4 PE=1 SV=3				683500000.0	618330000.0	755400000.0
Q02809;Q02809-2	Q02809;Q02809-2	PLOD1	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1	sp|Q02809|PLOD1_HUMAN Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 OS=Homo sapiens OX=9606 GN=PLOD1 PE=1 SV=2;sp|Q02809-2|PLOD1_HUMAN Isoform 2 of Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 OS=Homo sapiens OX=9606 GN=PLOD1				82776000.0	63055000.0	103140000.0
Q02818	Q02818	NUCB1	Nucleobindin-1	sp|Q02818|NUCB1_HUMAN Nucleobindin-1 OS=Homo sapiens OX=9606 GN=NUCB1 PE=1 SV=4						
Q02878	Q02878	RPL6	60S ribosomal protein L6	sp|Q02878|RL6_HUMAN 60S ribosomal protein L6 OS=Homo sapiens OX=9606 GN=RPL6 PE=1 SV=3				1284700000.0	1403400000.0	1303700000.0
Q02880-2;Q02880	Q02880-2;Q02880	TOP2B	DNA topoisomerase 2-beta	sp|Q02880-2|TOP2B_HUMAN Isoform Beta-1 of DNA topoisomerase 2-beta OS=Homo sapiens OX=9606 GN=TOP2B;sp|Q02880|TOP2B_HUMAN DNA topoisomerase 2-beta OS=Homo sapiens OX=9606 GN=TOP2B PE=1 SV=3						
Q02978;Q02978-2	Q02978;Q02978-2	SLC25A11	Mitochondrial 2-oxoglutarate/malate carrier protein	sp|Q02978|M2OM_HUMAN Mitochondrial 2-oxoglutarate/malate carrier protein OS=Homo sapiens OX=9606 GN=SLC25A11 PE=1 SV=3;sp|Q02978-2|M2OM_HUMAN Isoform 2 of Mitochondrial 2-oxoglutarate/malate carrier protein OS=Homo sapiens OX=9606 GN=SLC25A11				111060000.0	160040000.0	131440000.0
Q03135-2;Q03135	Q03135-2;Q03135	CAV1	Caveolin-1	sp|Q03135-2|CAV1_HUMAN Isoform 2 of Caveolin-1 OS=Homo sapiens OX=9606 GN=CAV1;sp|Q03135|CAV1_HUMAN Caveolin-1 OS=Homo sapiens OX=9606 GN=CAV1 PE=1 SV=4						
Q03154-2;Q03154-4;Q03154;Q03154-3	Q03154-2;Q03154-4;Q03154	ACY1	Aminoacylase-1	sp|Q03154-2|ACY1_HUMAN Isoform 2 of Aminoacylase-1 OS=Homo sapiens OX=9606 GN=ACY1;sp|Q03154-4|ACY1_HUMAN Isoform 4 of Aminoacylase-1 OS=Homo sapiens OX=9606 GN=ACY1;sp|Q03154|ACY1_HUMAN Aminoacylase-1 OS=Homo sapiens OX=9606 GN=ACY1 PE=1 SV=1						
Q03252	Q03252	LMNB2	Lamin-B2	sp|Q03252|LMNB2_HUMAN Lamin-B2 OS=Homo sapiens OX=9606 GN=LMNB2 PE=1 SV=4				58369000.0	71141000.0	63475000.0
Q03518	Q03518	TAP1	Antigen peptide transporter 1	sp|Q03518|TAP1_HUMAN Antigen peptide transporter 1 OS=Homo sapiens OX=9606 GN=TAP1 PE=1 SV=2						
Q03701	Q03701	CEBPZ	CCAAT/enhancer-binding protein zeta	sp|Q03701|CEBPZ_HUMAN CCAAT/enhancer-binding protein zeta OS=Homo sapiens OX=9606 GN=CEBPZ PE=1 SV=3				18323000.0		
Q04323;Q04323-2	Q04323;Q04323-2	UBXN1	UBX domain-containing protein 1	sp|Q04323|UBXN1_HUMAN UBX domain-containing protein 1 OS=Homo sapiens OX=9606 GN=UBXN1 PE=1 SV=2;sp|Q04323-2|UBXN1_HUMAN Isoform 2 of UBX domain-containing protein 1 OS=Homo sapiens OX=9606 GN=UBXN1						
Q04446	Q04446	GBE1	1,4-alpha-glucan-branching enzyme	sp|Q04446|GLGB_HUMAN 1,4-alpha-glucan-branching enzyme OS=Homo sapiens OX=9606 GN=GBE1 PE=1 SV=3					48829000.0	38093000.0
Q04637-8;Q04637-5;Q04637-4;Q04637-3;Q04637;Q04637-9;Q04637-7;Q04637-6;O43432-4;O43432;O43432-3	Q04637-8;Q04637-5;Q04637-4;Q04637-3;Q04637;Q04637-9;Q04637-7;Q04637-6	EIF4G1	Eukaryotic translation initiation factor 4 gamma 1	sp|Q04637-8|IF4G1_HUMAN Isoform 8 of Eukaryotic translation initiation factor 4 gamma 1 OS=Homo sapiens OX=9606 GN=EIF4G1;sp|Q04637-5|IF4G1_HUMAN Isoform D of Eukaryotic translation initiation factor 4 gamma 1 OS=Homo sapiens OX=9606 GN=EIF4G1;sp|Q04637-4|				446790000.0	412620000.0	455520000.0
Q04726-2;Q04726-7;Q04726-3;Q04726-6;Q04726-5;Q04726-4;Q04726	Q04726-2;Q04726-7;Q04726-3;Q04726-6;Q04726-5;Q04726-4;Q04726	TLE3	Transducin-like enhancer protein 3	sp|Q04726-2|TLE3_HUMAN Isoform 2 of Transducin-like enhancer protein 3 OS=Homo sapiens OX=9606 GN=TLE3;sp|Q04726-7|TLE3_HUMAN Isoform 7 of Transducin-like enhancer protein 3 OS=Homo sapiens OX=9606 GN=TLE3;sp|Q04726-3|TLE3_HUMAN Isoform 3 of Transducin-lik						
Q04760;Q04760-2	Q04760;Q04760-2	GLO1	Lactoylglutathione lyase	sp|Q04760|LGUL_HUMAN Lactoylglutathione lyase OS=Homo sapiens OX=9606 GN=GLO1 PE=1 SV=4;sp|Q04760-2|LGUL_HUMAN Isoform 2 of Lactoylglutathione lyase OS=Homo sapiens OX=9606 GN=GLO1				229360000.0	309850000.0	318630000.0
Q04837	Q04837	SSBP1	Single-stranded DNA-binding protein, mitochondrial	sp|Q04837|SSBP_HUMAN Single-stranded DNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SSBP1 PE=1 SV=1				369080000.0	352350000.0	293400000.0
Q04917	Q04917	YWHAH	14-3-3 protein eta	sp|Q04917|1433F_HUMAN 14-3-3 protein eta OS=Homo sapiens OX=9606 GN=YWHAH PE=1 SV=4				134500000.0	92318000.0	68639000.0
Q04941	Q04941	PLP2	Proteolipid protein 2	sp|Q04941|PLP2_HUMAN Proteolipid protein 2 OS=Homo sapiens OX=9606 GN=PLP2 PE=1 SV=1						
Q05048	Q05048	CSTF1	Cleavage stimulation factor subunit 1	sp|Q05048|CSTF1_HUMAN Cleavage stimulation factor subunit 1 OS=Homo sapiens OX=9606 GN=CSTF1 PE=1 SV=1					15997000.0	
Q05086-2;Q05086-3;Q05086	Q05086-2;Q05086-3;Q05086	UBE3A	Ubiquitin-protein ligase E3A	sp|Q05086-2|UBE3A_HUMAN Isoform I of Ubiquitin-protein ligase E3A OS=Homo sapiens OX=9606 GN=UBE3A;sp|Q05086-3|UBE3A_HUMAN Isoform III of Ubiquitin-protein ligase E3A OS=Homo sapiens OX=9606 GN=UBE3A;sp|Q05086|UBE3A_HUMAN Ubiquitin-protein ligase E3A OS=Ho						
Q05519-2;Q05519	Q05519-2;Q05519	SRSF11	Serine/arginine-rich splicing factor 11	sp|Q05519-2|SRS11_HUMAN Isoform 2 of Serine/arginine-rich splicing factor 11 OS=Homo sapiens OX=9606 GN=SRSF11;sp|Q05519|SRS11_HUMAN Serine/arginine-rich splicing factor 11 OS=Homo sapiens OX=9606 GN=SRSF11 PE=1 SV=1				23379000.0	40266000.0	
Q05655;Q05655-2	Q05655;Q05655-2	PRKCD	Protein kinase C delta type;Protein kinase C delta type regulatory subunit;Protein kinase C delta type catalytic subunit	sp|Q05655|KPCD_HUMAN Protein kinase C delta type OS=Homo sapiens OX=9606 GN=PRKCD PE=1 SV=2;sp|Q05655-2|KPCD_HUMAN Isoform 2 of Protein kinase C delta type OS=Homo sapiens OX=9606 GN=PRKCD						
Q05682-5;Q05682-4	Q05682-5;Q05682-4	CALD1	Caldesmon	sp|Q05682-5|CALD1_HUMAN Isoform 5 of Caldesmon OS=Homo sapiens OX=9606 GN=CALD1;sp|Q05682-4|CALD1_HUMAN Isoform 4 of Caldesmon OS=Homo sapiens OX=9606 GN=CALD1				54709000.0	60880000.0	49811000.0
Q05D32-2;Q05D32	Q05D32-2;Q05D32	CTDSPL2	CTD small phosphatase-like protein 2	sp|Q05D32-2|CTSL2_HUMAN Isoform 2 of CTD small phosphatase-like protein 2 OS=Homo sapiens OX=9606 GN=CTDSPL2;sp|Q05D32|CTSL2_HUMAN CTD small phosphatase-like protein 2 OS=Homo sapiens OX=9606 GN=CTDSPL2 PE=1 SV=2				2794400.0		
Q06124;Q06124-2;Q06124-3	Q06124;Q06124-2	PTPN11	Tyrosine-protein phosphatase non-receptor type 11	sp|Q06124|PTN11_HUMAN Tyrosine-protein phosphatase non-receptor type 11 OS=Homo sapiens OX=9606 GN=PTPN11 PE=1 SV=2;sp|Q06124-2|PTN11_HUMAN Isoform 2 of Tyrosine-protein phosphatase non-receptor type 11 OS=Homo sapiens OX=9606 GN=PTPN11						
Q06203	Q06203	PPAT	Amidophosphoribosyltransferase	sp|Q06203|PUR1_HUMAN Amidophosphoribosyltransferase OS=Homo sapiens OX=9606 GN=PPAT PE=1 SV=1						
Q06210-2;Q06210;O94808	Q06210-2;Q06210	GFPT1	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1	sp|Q06210-2|GFPT1_HUMAN Isoform 2 of Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 OS=Homo sapiens OX=9606 GN=GFPT1;sp|Q06210|GFPT1_HUMAN Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 OS=Homo sapiens OX=9606 GN=GFPT1 P				152890000.0	201700000.0	178390000.0
Q06265;Q06265-2;Q06265-3;Q06265-4	Q06265;Q06265-2;Q06265-3;Q06265-4	EXOSC9	Exosome complex component RRP45	sp|Q06265|EXOS9_HUMAN Exosome complex component RRP45 OS=Homo sapiens OX=9606 GN=EXOSC9 PE=1 SV=3;sp|Q06265-2|EXOS9_HUMAN Isoform 2 of Exosome complex component RRP45 OS=Homo sapiens OX=9606 GN=EXOSC9;sp|Q06265-3|EXOS9_HUMAN Isoform 3 of Exosome complex co						10274000.0
Q06323;Q06323-3;Q06323-2	Q06323;Q06323-3;Q06323-2	PSME1	Proteasome activator complex subunit 1	sp|Q06323|PSME1_HUMAN Proteasome activator complex subunit 1 OS=Homo sapiens OX=9606 GN=PSME1 PE=1 SV=1;sp|Q06323-3|PSME1_HUMAN Isoform 3 of Proteasome activator complex subunit 1 OS=Homo sapiens OX=9606 GN=PSME1;sp|Q06323-2|PSME1_HUMAN Isoform 2 of Protea				117820000.0	113020000.0	104890000.0
Q06587-2;Q06587	Q06587-2;Q06587	RING1	E3 ubiquitin-protein ligase RING1	sp|Q06587-2|RING1_HUMAN Isoform 2 of E3 ubiquitin-protein ligase RING1 OS=Homo sapiens OX=9606 GN=RING1;sp|Q06587|RING1_HUMAN E3 ubiquitin-protein ligase RING1 OS=Homo sapiens OX=9606 GN=RING1 PE=1 SV=2						
Q06787-6;Q06787-2;Q06787-4;Q06787-7;Q06787-8;Q06787-5;Q06787-9;Q06787-3;Q06787;Q06787-11;Q06787-10	Q06787-6;Q06787-2;Q06787-4;Q06787-7;Q06787-8;Q06787-5;Q06787-9;Q06787-3;Q06787;Q06787-11;Q06787-10	FMR1	Fragile X mental retardation protein 1	sp|Q06787-6|FMR1_HUMAN Isoform 5 of Synaptic functional regulator FMR1 OS=Homo sapiens OX=9606 GN=FMR1;sp|Q06787-2|FMR1_HUMAN Isoform 1 of Synaptic functional regulator FMR1 OS=Homo sapiens OX=9606 GN=FMR1;sp|Q06787-4|FMR1_HUMAN Isoform 3 of Synaptic funct						
Q06830	Q06830	PRDX1	Peroxiredoxin-1	sp|Q06830|PRDX1_HUMAN Peroxiredoxin-1 OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1				7186700000.0	6486300000.0	6491900000.0
Q07020;Q07020-2	Q07020;Q07020-2	RPL18	60S ribosomal protein L18	sp|Q07020|RL18_HUMAN 60S ribosomal protein L18 OS=Homo sapiens OX=9606 GN=RPL18 PE=1 SV=2;sp|Q07020-2|RL18_HUMAN Isoform 2 of 60S ribosomal protein L18 OS=Homo sapiens OX=9606 GN=RPL18				812830000.0	933840000.0	832580000.0
Q07021	Q07021	C1QBP	Complement component 1 Q subcomponent-binding protein, mitochondrial	sp|Q07021|C1QBP_HUMAN Complement component 1 Q subcomponent-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=C1QBP PE=1 SV=1				314930000.0	341480000.0	474880000.0
Q07065	Q07065	CKAP4	Cytoskeleton-associated protein 4	sp|Q07065|CKAP4_HUMAN Cytoskeleton-associated protein 4 OS=Homo sapiens OX=9606 GN=CKAP4 PE=1 SV=2				373480000.0	387010000.0	381010000.0
Q07157-2;Q07157	Q07157-2;Q07157	TJP1	Tight junction protein ZO-1	sp|Q07157-2|ZO1_HUMAN Isoform Short of Tight junction protein ZO-1 OS=Homo sapiens OX=9606 GN=TJP1;sp|Q07157|ZO1_HUMAN Tight junction protein ZO-1 OS=Homo sapiens OX=9606 GN=TJP1 PE=1 SV=3						
Q07666;Q07666-3;Q07666-2;O75525-2;O75525;Q5VWX1	Q07666;Q07666-3;Q07666-2	KHDRBS1	KH domain-containing, RNA-binding, signal transduction-associated protein 1	sp|Q07666|KHDR1_HUMAN KH domain-containing, RNA-binding, signal transduction-associated protein 1 OS=Homo sapiens OX=9606 GN=KHDRBS1 PE=1 SV=1;sp|Q07666-3|KHDR1_HUMAN Isoform 3 of KH domain-containing, RNA-binding, signal transduction-associated protein 1 				210580000.0	213390000.0	192150000.0
Q07866-8;Q07866-2;Q07866-3;Q07866;Q07866-7;Q07866-5;Q07866-10;Q07866-6;Q07866-4;Q07866-9	Q07866-8;Q07866-2;Q07866-3;Q07866;Q07866-7;Q07866-5;Q07866-10;Q07866-6;Q07866-4;Q07866-9	KLC1	Kinesin light chain 1	sp|Q07866-8|KLC1_HUMAN Isoform S of Kinesin light chain 1 OS=Homo sapiens OX=9606 GN=KLC1;sp|Q07866-2|KLC1_HUMAN Isoform C of Kinesin light chain 1 OS=Homo sapiens OX=9606 GN=KLC1;sp|Q07866-3|KLC1_HUMAN Isoform G of Kinesin light chain 1 OS=Homo sapiens OX						
Q07954	Q07954	LRP1	Prolow-density lipoprotein receptor-related protein 1;Low-density lipoprotein receptor-related protein 1 85 kDa subunit;Low-density lipoprotein receptor-related protein 1 515 kDa subunit;Low-density lipoprotein receptor-related protein 1 intracellular domain	sp|Q07954|LRP1_HUMAN Prolow-density lipoprotein receptor-related protein 1 OS=Homo sapiens OX=9606 GN=LRP1 PE=1 SV=2						
Q07955;Q07955-3;Q07955-2	Q07955;Q07955-3;Q07955-2	SRSF1	Serine/arginine-rich splicing factor 1	sp|Q07955|SRSF1_HUMAN Serine/arginine-rich splicing factor 1 OS=Homo sapiens OX=9606 GN=SRSF1 PE=1 SV=2;sp|Q07955-3|SRSF1_HUMAN Isoform ASF-3 of Serine/arginine-rich splicing factor 1 OS=Homo sapiens OX=9606 GN=SRSF1;sp|Q07955-2|SRSF1_HUMAN Isoform ASF-2 o				306580000.0	331280000.0	286510000.0
Q07960	Q07960	ARHGAP1	Rho GTPase-activating protein 1	sp|Q07960|RHG01_HUMAN Rho GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=ARHGAP1 PE=1 SV=1						
Q08211;Q08211-2	Q08211	DHX9	ATP-dependent RNA helicase A	sp|Q08211|DHX9_HUMAN ATP-dependent RNA helicase A OS=Homo sapiens OX=9606 GN=DHX9 PE=1 SV=4				1185600000.0	1014700000.0	1176400000.0
Q08257;Q08257-3;Q08257-2	Q08257;Q08257-3	CRYZ	Quinone oxidoreductase	sp|Q08257|QOR_HUMAN Quinone oxidoreductase OS=Homo sapiens OX=9606 GN=CRYZ PE=1 SV=1;sp|Q08257-3|QOR_HUMAN Isoform 3 of Quinone oxidoreductase OS=Homo sapiens OX=9606 GN=CRYZ				66960000.0	81811000.0	89741000.0
Q08378-2;Q08378	Q08378-2;Q08378	GOLGA3	Golgin subfamily A member 3	sp|Q08378-2|GOGA3_HUMAN Isoform 2 of Golgin subfamily A member 3 OS=Homo sapiens OX=9606 GN=GOLGA3;sp|Q08378|GOGA3_HUMAN Golgin subfamily A member 3 OS=Homo sapiens OX=9606 GN=GOLGA3 PE=1 SV=2						
Q08379;Q08379-2;Q9NVV4-2	Q08379;Q08379-2	GOLGA2	Golgin subfamily A member 2	sp|Q08379|GOGA2_HUMAN Golgin subfamily A member 2 OS=Homo sapiens OX=9606 GN=GOLGA2 PE=1 SV=3;sp|Q08379-2|GOGA2_HUMAN Isoform 2 of Golgin subfamily A member 2 OS=Homo sapiens OX=9606 GN=GOLGA2				22385000.0		
Q08380	Q08380	LGALS3BP	Galectin-3-binding protein	sp|Q08380|LG3BP_HUMAN Galectin-3-binding protein OS=Homo sapiens OX=9606 GN=LGALS3BP PE=1 SV=1						
Q08499-5;Q08499-8;Q08499-4;Q08499-3;Q08499-2;Q08499-10;Q08499-9;Q08499-6;Q08499-11;Q08499	Q08499-5;Q08499-8;Q08499-4;Q08499-3;Q08499-2;Q08499-10;Q08499-9;Q08499-6;Q08499-11;Q08499	PDE4D	cAMP-specific 3,5-cyclic phosphodiesterase 4D	sp|Q08499-5|PDE4D_HUMAN Isoform 2 of cAMP-specific 3,5-cyclic phosphodiesterase 4D OS=Homo sapiens OX=9606 GN=PDE4D;sp|Q08499-8|PDE4D_HUMAN Isoform 6 of cAMP-specific 3,5-cyclic phosphodiesterase 4D OS=Homo sapiens OX=9606 GN=PDE4D;sp|Q08499-4|PDE4D_HU						
Q08554-2;Q08554	Q08554-2;Q08554	DSC1	Desmocollin-1	sp|Q08554-2|DSC1_HUMAN Isoform 1B of Desmocollin-1 OS=Homo sapiens OX=9606 GN=DSC1;sp|Q08554|DSC1_HUMAN Desmocollin-1 OS=Homo sapiens OX=9606 GN=DSC1 PE=1 SV=2						
Q08752	Q08752	PPID	Peptidyl-prolyl cis-trans isomerase D	sp|Q08752|PPID_HUMAN Peptidyl-prolyl cis-trans isomerase D OS=Homo sapiens OX=9606 GN=PPID PE=1 SV=3						
Q08945	Q08945	SSRP1	FACT complex subunit SSRP1	sp|Q08945|SSRP1_HUMAN FACT complex subunit SSRP1 OS=Homo sapiens OX=9606 GN=SSRP1 PE=1 SV=1				185680000.0	200180000.0	248680000.0
Q08J23;Q08J23-2;Q08J23-3	Q08J23;Q08J23-2;Q08J23-3	NSUN2	tRNA (cytosine(34)-C(5))-methyltransferase	sp|Q08J23|NSUN2_HUMAN RNA cytosine C(5)-methyltransferase NSUN2 OS=Homo sapiens OX=9606 GN=NSUN2 PE=1 SV=2;sp|Q08J23-2|NSUN2_HUMAN Isoform 2 of RNA cytosine C(5)-methyltransferase NSUN2 OS=Homo sapiens OX=9606 GN=NSUN2;sp|Q08J23-3|NSUN2_HUMAN Isoform 3 of 				708280000.0	608170000.0	755980000.0
Q09028-3;Q09028;Q09028-2;Q09028-4	Q09028-3;Q09028;Q09028-2;Q09028-4	RBBP4	Histone-binding protein RBBP4	sp|Q09028-3|RBBP4_HUMAN Isoform 3 of Histone-binding protein RBBP4 OS=Homo sapiens OX=9606 GN=RBBP4;sp|Q09028|RBBP4_HUMAN Histone-binding protein RBBP4 OS=Homo sapiens OX=9606 GN=RBBP4 PE=1 SV=3;sp|Q09028-2|RBBP4_HUMAN Isoform 2 of Histone-binding protein 				166870000.0	155810000.0	
Q09161	Q09161	NCBP1	Nuclear cap-binding protein subunit 1	sp|Q09161|NCBP1_HUMAN Nuclear cap-binding protein subunit 1 OS=Homo sapiens OX=9606 GN=NCBP1 PE=1 SV=1						
Q09666;Q09666-2	Q09666	AHNAK	Neuroblast differentiation-associated protein AHNAK	sp|Q09666|AHNK_HUMAN Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens OX=9606 GN=AHNAK PE=1 SV=2				1376600000.0	1544000000.0	1146900000.0
Q0VDF9	Q0VDF9	HSPA14	Heat shock 70 kDa protein 14	sp|Q0VDF9|HSP7E_HUMAN Heat shock 70 kDa protein 14 OS=Homo sapiens OX=9606 GN=HSPA14 PE=1 SV=1						
Q0VGL1	Q0VGL1	LAMTOR4	Ragulator complex protein LAMTOR4;Ragulator complex protein LAMTOR4, N-terminally processed	sp|Q0VGL1|LTOR4_HUMAN Ragulator complex protein LAMTOR4 OS=Homo sapiens OX=9606 GN=LAMTOR4 PE=1 SV=1					10959000.0	
Q10471;Q10471-2	Q10471	GALNT2	Polypeptide N-acetylgalactosaminyltransferase 2;Polypeptide N-acetylgalactosaminyltransferase 2 soluble form	sp|Q10471|GALT2_HUMAN Polypeptide N-acetylgalactosaminyltransferase 2 OS=Homo sapiens OX=9606 GN=GALNT2 PE=1 SV=1					31153000.0	32790000.0
Q10567-4;Q10567-3;Q10567-2;Q10567	Q10567-4;Q10567-3;Q10567-2;Q10567	AP1B1	AP-1 complex subunit beta-1	sp|Q10567-4|AP1B1_HUMAN Isoform 4 of AP-1 complex subunit beta-1 OS=Homo sapiens OX=9606 GN=AP1B1;sp|Q10567-3|AP1B1_HUMAN Isoform C of AP-1 complex subunit beta-1 OS=Homo sapiens OX=9606 GN=AP1B1;sp|Q10567-2|AP1B1_HUMAN Isoform B of AP-1 complex subunit be				28714000.0		
Q10570	Q10570	CPSF1	Cleavage and polyadenylation specificity factor subunit 1	sp|Q10570|CPSF1_HUMAN Cleavage and polyadenylation specificity factor subunit 1 OS=Homo sapiens OX=9606 GN=CPSF1 PE=1 SV=2						
Q10589-2;Q10589	Q10589-2;Q10589	BST2	Bone marrow stromal antigen 2	sp|Q10589-2|BST2_HUMAN Isoform 2 of Bone marrow stromal antigen 2 OS=Homo sapiens OX=9606 GN=BST2;sp|Q10589|BST2_HUMAN Bone marrow stromal antigen 2 OS=Homo sapiens OX=9606 GN=BST2 PE=1 SV=1				52308000.0		
Q10713;Q10713-2	Q10713;Q10713-2	PMPCA	Mitochondrial-processing peptidase subunit alpha	sp|Q10713|MPPA_HUMAN Mitochondrial-processing peptidase subunit alpha OS=Homo sapiens OX=9606 GN=PMPCA PE=1 SV=2;sp|Q10713-2|MPPA_HUMAN Isoform 2 of Mitochondrial-processing peptidase subunit alpha OS=Homo sapiens OX=9606 GN=PMPCA				19824000.0	26736000.0	25393000.0
Q12769;Q12769-2	Q12769	NUP160	Nuclear pore complex protein Nup160	sp|Q12769|NU160_HUMAN Nuclear pore complex protein Nup160 OS=Homo sapiens OX=9606 GN=NUP160 PE=1 SV=3					15885000.0	11325000.0
Q12788	Q12788	TBL3	Transducin beta-like protein 3	sp|Q12788|TBL3_HUMAN Transducin beta-like protein 3 OS=Homo sapiens OX=9606 GN=TBL3 PE=1 SV=2						
Q12792;Q12792-4;Q12792-3	Q12792;Q12792-4;Q12792-3	TWF1	Twinfilin-1	sp|Q12792|TWF1_HUMAN Twinfilin-1 OS=Homo sapiens OX=9606 GN=TWF1 PE=1 SV=3;sp|Q12792-4|TWF1_HUMAN Isoform 4 of Twinfilin-1 OS=Homo sapiens OX=9606 GN=TWF1;sp|Q12792-3|TWF1_HUMAN Isoform 3 of Twinfilin-1 OS=Homo sapiens OX=9606 GN=TWF1					47817000.0	42310000.0
Q12797;Q12797-10;Q12797-7;Q12797-6;Q12797-11;Q12797-2;Q12797-4;Q12797-3;Q12797-9;Q12797-5;Q12797-8	Q12797;Q12797-10	ASPH	Aspartyl/asparaginyl beta-hydroxylase	sp|Q12797|ASPH_HUMAN Aspartyl/asparaginyl beta-hydroxylase OS=Homo sapiens OX=9606 GN=ASPH PE=1 SV=3;sp|Q12797-10|ASPH_HUMAN Isoform 10 of Aspartyl/asparaginyl beta-hydroxylase OS=Homo sapiens OX=9606 GN=ASPH					143940000.0	131380000.0
Q12800-2;Q12800-3;Q12800-4;Q12800	Q12800-2;Q12800-3;Q12800-4;Q12800	TFCP2	Alpha-globin transcription factor CP2	sp|Q12800-2|TFCP2_HUMAN Isoform 2 of Alpha-globin transcription factor CP2 OS=Homo sapiens OX=9606 GN=TFCP2;sp|Q12800-3|TFCP2_HUMAN Isoform 3 of Alpha-globin transcription factor CP2 OS=Homo sapiens OX=9606 GN=TFCP2;sp|Q12800-4|TFCP2_HUMAN Isoform 4 of Alp						8883800.0
Q12846-2;Q12846	Q12846-2;Q12846	STX4	Syntaxin-4	sp|Q12846-2|STX4_HUMAN Isoform 2 of Syntaxin-4 OS=Homo sapiens OX=9606 GN=STX4;sp|Q12846|STX4_HUMAN Syntaxin-4 OS=Homo sapiens OX=9606 GN=STX4 PE=1 SV=2					8680800.0	
Q12849;Q12849-5	Q12849;Q12849-5	GRSF1	G-rich sequence factor 1	sp|Q12849|GRSF1_HUMAN G-rich sequence factor 1 OS=Homo sapiens OX=9606 GN=GRSF1 PE=1 SV=3;sp|Q12849-5|GRSF1_HUMAN Isoform 2 of G-rich sequence factor 1 OS=Homo sapiens OX=9606 GN=GRSF1						
Q12857-2;Q12857-3;Q12857;Q12857-4	Q12857-2;Q12857-3;Q12857;Q12857-4	NFIA	Nuclear factor 1 A-type	sp|Q12857-2|NFIA_HUMAN Isoform 2 of Nuclear factor 1 A-type OS=Homo sapiens OX=9606 GN=NFIA;sp|Q12857-3|NFIA_HUMAN Isoform 3 of Nuclear factor 1 A-type OS=Homo sapiens OX=9606 GN=NFIA;sp|Q12857|NFIA_HUMAN Nuclear factor 1 A-type OS=Homo sapiens OX=9606 GN=						
Q12874	Q12874	SF3A3	Splicing factor 3A subunit 3	sp|Q12874|SF3A3_HUMAN Splicing factor 3A subunit 3 OS=Homo sapiens OX=9606 GN=SF3A3 PE=1 SV=1				132310000.0	132170000.0	105030000.0
Q12888;Q12888-3;Q12888-2	Q12888;Q12888-3;Q12888-2	TP53BP1	Tumor suppressor p53-binding protein 1	sp|Q12888|TP53B_HUMAN TP53-binding protein 1 OS=Homo sapiens OX=9606 GN=TP53BP1 PE=1 SV=2;sp|Q12888-3|TP53B_HUMAN Isoform 3 of TP53-binding protein 1 OS=Homo sapiens OX=9606 GN=TP53BP1;sp|Q12888-2|TP53B_HUMAN Isoform 2 of TP53-binding protein 1 OS=Homo sap						
Q12904;Q12904-2	Q12904;Q12904-2	AIMP1	Aminoacyl tRNA synthase complex-interacting multifunctional protein 1;Endothelial monocyte-activating polypeptide 2	sp|Q12904|AIMP1_HUMAN Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 OS=Homo sapiens OX=9606 GN=AIMP1 PE=1 SV=2;sp|Q12904-2|AIMP1_HUMAN Isoform 2 of Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 OS=Homo sapien				138030000.0	138010000.0	170970000.0
Q12905	Q12905	ILF2	Interleukin enhancer-binding factor 2	sp|Q12905|ILF2_HUMAN Interleukin enhancer-binding factor 2 OS=Homo sapiens OX=9606 GN=ILF2 PE=1 SV=2				524330000.0	541990000.0	512500000.0
